what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1263509423616
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1263509423646
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1263509423856
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1263509443164
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1263509444606
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1263509444977
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509446208
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509450595
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1263509462602
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509462692
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1263509463333
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1263509463593
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509467910
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509470734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509471034
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509475050
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509476252
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1263509480808
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1263509488018
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509493136
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509500386
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509500456
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509502800
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509503851
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509506265
