what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263509506976
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1263509518262
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509522127
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509535697
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509535987
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509536628
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509544630
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509546032
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509553182
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509586660
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509586941
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509587001
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263509587021
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509597376
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.closeAll",1263509597486
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509606148
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509646446
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1263509646446
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509653777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509662219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509667366
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263509688517
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509688967
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509691972
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263509703118
